,Player Name,Team,Position,Assists,Bonus,Bonus Points System,Clean sheets,Cost,Creativity,Form,Goals conceded,Goals scored,ICT Index,Influence,Minutes played,Own goals,Penalties missed,Penalties saved,Points per match,Price fall,Price fall (round),Price rise,Price rise (round),Pts.,Red cards,Round points,Saves,Sel.,Threat,Times in Dream Team,Transfers in,Transfers in (round),Transfers out,Transfers out (round),Value (form),Value (season),Yellow cards, 
SmallingMUNDEF,Smalling,MUN,DEF,0.0,3.0,335.0,4.0,5.5,31.0,0.0,36.0,1.0,66.0,453.4,2127.0,1.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.3%,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SnodgrassWHUMID,Snodgrass,WHU,MID,5.0,9.0,364.0,5.0,5.5,976.0,0.0,33.0,2.0,181.5,460.8,2215.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.3%,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,
SokratisARSDEF,Sokratis,ARS,DEF,2.0,4.0,402.0,5.0,5.0,67.9,0.0,33.0,1.0,70.4,513.8,2198.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.4%,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,
SolankeBOUFWD,Solanke,BOU,FWD,1.0,0.0,45.0,0.0,5.5,96.0,0.0,5.0,0.0,33.0,79.0,340.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6%,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SonTOTMID,Son,TOT,MID,8.0,17.0,489.0,10.0,9.5,508.0,0.0,23.0,12.0,219.9,690.6,2033.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,159.0,1.0,0.0,0.0,1.3%,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SrbenyNORFWD,Srbeny,NOR,FWD,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
StaceyBOUDEF,Stacey,BOU,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
StanislasBOUMID,Stanislas,BOU,MID,3.0,3.0,205.0,2.0,6.0,254.5,0.0,24.0,2.0,82.0,225.2,1021.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0%,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
StearmanSHUDEF,Stearman,SHU,DEF,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SteerAVLGKP,Steer,AVL,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
StekelenburgEVEGKP,Stekelenburg,EVE,GKP,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
StephensBHAMID,Stephens,BHA,MID,1.0,4.0,404.0,5.0,4.5,249.3,0.0,46.0,1.0,83.6,498.2,2484.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,3.1%,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,
StephensSOUDEF,Stephens,SOU,DEF,0.0,4.0,282.0,3.0,4.5,65.5,0.0,35.0,1.0,60.4,394.4,1697.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.2%,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
SterlingMCIMID,Sterling,MCI,MID,15.0,25.0,743.0,17.0,12.0,937.4,0.0,19.0,17.0,357.1,1060.0,2770.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,31.8%,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
Steve CookBOUDEF,Steve Cook,BOU,DEF,1.0,6.0,549.0,9.0,5.0,143.3,0.0,56.0,1.0,116.5,731.0,2786.0,1.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.2%,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
StevensSHUDEF,Stevens,SHU,DEF,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
StiepermannNORMID,Stiepermann,NOR,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
StonesMCIDEF,Stones,MCI,DEF,0.0,9.0,431.0,9.0,5.5,115.5,0.0,15.0,0.0,54.1,376.6,1761.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,3.5%,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SuccessWATFWD,Success,WAT,FWD,1.0,0.0,125.0,2.0,5.0,274.5,0.0,21.0,1.0,81.4,148.6,1033.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.9%,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
SurmanBOUMID,Surman,BOU,MID,0.0,0.0,206.0,4.0,5.0,163.0,0.0,37.0,0.0,39.2,190.8,1438.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.1%,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SurridgeBOUFWD,Surridge,BOU,FWD,0.0,0.0,3.0,0.0,4.5,11.8,0.0,0.0,0.0,4.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7%,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SánchezMUNMID,Sánchez,MUN,MID,5.0,1.0,168.0,2.0,7.0,297.2,0.0,10.0,1.0,81.1,207.6,869.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,2.1%,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
SánchezTOTDEF,Sánchez,TOT,DEF,2.0,4.0,412.0,6.0,5.5,60.3,0.0,22.0,1.0,70.0,454.2,1941.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.2%,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SöyüncüLEIDEF,Söyüncü,LEI,DEF,0.0,0.0,48.0,0.0,4.5,6.8,0.0,4.0,0.0,10.6,76.6,371.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.2%,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
TargettAVLDEF,Targett,AVL,DEF,3.0,3.0,229.0,0.0,4.5,366.8,0.0,25.0,1.0,86.2,314.2,1185.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.6%,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
TarkowskiBURDEF,Tarkowski,BUR,DEF,2.0,7.0,524.0,7.0,5.0,69.8,0.0,63.0,3.0,154.5,1023.2,3086.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,1.4%,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,
TaylorAVLDEF,Taylor,AVL,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TaylorBURDEF,Taylor,BUR,DEF,1.0,2.0,505.0,7.0,4.5,268.5,0.0,64.0,0.0,94.9,649.4,3240.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.8%,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
TetteyNORMID,Tettey,NOR,MID,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TielemansLEIMID,Tielemans,LEI,MID,5.0,6.0,267.0,3.0,6.5,269.7,0.0,14.0,3.0,81.8,299.0,1087.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,6.4%,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
TomkinsCRYDEF,Tomkins,CRY,DEF,1.0,0.0,504.0,10.0,5.0,83.0,0.0,37.0,1.0,92.3,560.8,2561.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0%,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,
TorreiraARSMID,Torreira,ARS,MID,4.0,6.0,409.0,5.0,5.0,301.0,0.0,38.0,2.0,94.5,440.8,2377.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,78.0,1.0,0.0,0.0,2.1%,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
TosunEVEFWD,Tosun,EVE,FWD,3.0,3.0,166.0,1.0,6.0,172.2,0.0,17.0,3.0,92.8,212.6,1044.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.2%,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
TownsendCRYMID,Townsend,CRY,MID,5.0,8.0,520.0,11.0,6.0,928.5,0.0,46.0,6.0,229.6,743.0,3007.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,3.9%,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
TraoréWOLMID,Traoré,WOL,MID,1.0,2.0,182.0,1.0,5.0,271.3,0.0,13.0,1.0,75.8,223.4,884.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.3%,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
TraversBOUGKP,Travers,BOU,GKP,0.0,1.0,46.0,1.0,4.5,0.0,0.0,5.0,0.0,6.8,68.2,180.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TrippierTOTDEF,Trippier,TOT,DEF,5.0,16.0,573.0,10.0,5.5,827.0,0.0,23.0,1.0,155.0,601.6,2275.0,1.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.5%,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
TrossardBHAMID,Trossard,BHA,MID,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TrybullNORMID,Trybull,NOR,MID,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TrézéguetAVLMID,Trézéguet,AVL,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TuanzebeMUNDEF,Tuanzebe,MUN,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ValerySOUDEF,Valery,SOU,DEF,1.0,0.0,251.0,3.0,5.0,124.7,0.0,30.0,2.0,60.7,329.4,1709.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.5%,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
VallejoWOLDEF,Vallejo,WOL,DEF,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VardyLEIFWD,Vardy,LEI,FWD,5.0,31.0,598.0,11.0,9.0,419.9,0.0,36.0,18.0,244.6,822.0,2726.0,0.0,1.0,0.0,5.1,0.0,0.0,0.0,0.0,174.0,1.0,0.0,0.0,10.7%,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
VertonghenTOTDEF,Vertonghen,TOT,DEF,0.0,7.0,390.0,6.0,5.5,116.7,0.0,23.0,1.0,72.7,445.4,1911.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,67.0,1.0,0.0,0.0,3.5%,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
VestergaardSOUDEF,Vestergaard,SOU,DEF,0.0,0.0,396.0,4.0,5.0,76.6,0.0,31.0,0.0,75.9,576.6,2027.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2%,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
VinagreWOLDEF,Vinagre,WOL,DEF,0.0,0.0,118.0,1.0,4.5,113.7,0.0,9.0,0.0,30.0,117.0,703.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.3%,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
VrancicNORMID,Vrancic,NOR,MID,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
VydraBURFWD,Vydra,BUR,FWD,1.0,0.0,61.0,0.0,5.5,33.7,0.0,7.0,1.0,21.4,70.4,310.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.1%,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
WalcottEVEMID,Walcott,EVE,MID,3.0,4.0,292.0,6.0,6.5,342.9,0.0,33.0,5.0,145.7,420.0,2108.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.9%,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Walker-PetersTOTDEF,Walker-Peters,TOT,DEF,3.0,4.0,112.0,2.0,5.0,104.9,0.0,4.0,0.0,23.1,107.4,374.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.2%,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
WalkerMCIDEF,Walker,MCI,DEF,1.0,11.0,684.0,18.0,6.0,448.4,0.0,17.0,1.0,113.1,498.8,2776.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,19.4%,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
Wan-BissakaMUNDEF,Wan-Bissaka,MUN,DEF,3.0,18.0,672.0,12.0,5.5,266.8,0.0,47.0,0.0,127.1,863.4,3134.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,120.0,1.0,0.0,0.0,36.0%,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
WanyamaTOTMID,Wanyama,TOT,MID,0.0,2.0,105.0,3.0,5.0,45.0,0.0,4.0,1.0,23.9,113.2,511.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.1%,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
Ward-ProwseSOUMID,Ward-Prowse,SOU,MID,0.0,15.0,390.0,3.0,6.0,695.8,0.0,41.0,7.0,167.4,592.0,1940.0,1.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1.1%,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
WardCRYDEF,Ward,CRY,DEF,0.0,0.0,68.0,0.0,4.5,28.9,0.0,14.0,1.0,20.5,131.8,551.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.5%,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
WardLEIGKP,Ward,LEI,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WebsterBHADEF,Webster,BHA,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WelbeckWATFWD,Welbeck,WAT,FWD,1.0,3.0,63.0,0.0,6.0,56.8,0.0,3.0,1.0,19.5,73.6,146.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.2%,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WesleyAVLFWD,Wesley,AVL,FWD,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WestwoodBURMID,Westwood,BUR,MID,8.0,10.0,518.0,7.0,5.5,643.1,0.0,55.0,2.0,152.3,623.0,2821.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,1.0%,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
WickhamCRYFWD,Wickham,CRY,FWD,1.0,0.0,23.0,0.0,4.5,41.9,0.0,1.0,0.0,12.0,23.2,61.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.4%,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WijnaldumLIVMID,Wijnaldum,LIV,MID,1.0,9.0,470.0,18.0,5.5,405.2,0.0,16.0,3.0,118.4,437.6,2723.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,2.6%,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
WillemsNEWDEF,Willems,NEW,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WillianCHEMID,Willian,CHE,MID,7.0,6.0,475.0,11.0,7.0,1165.5,0.0,25.0,3.0,246.7,557.6,2091.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,1.3%,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
WillockARSMID,Willock,ARS,MID,0.0,0.0,4.0,1.0,5.0,2.5,0.0,1.0,0.0,2.7,1.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1%,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WilshereWHUMID,Wilshere,WHU,MID,2.0,0.0,90.0,1.0,5.0,74.0,0.0,10.0,0.0,16.3,72.0,388.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6%,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
WilsonBOUFWD,Wilson,BOU,FWD,12.0,22.0,525.0,9.0,8.0,388.4,0.0,47.0,14.0,225.0,737.8,2528.0,0.0,1.0,0.0,5.6,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,20.9%,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
WilsonBOUMID,Wilson,BOU,MID,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WinksTOTMID,Winks,TOT,MID,0.0,3.0,275.0,6.0,5.5,168.6,0.0,17.0,1.0,50.7,268.2,1589.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.4%,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
WoodBURFWD,Wood,BUR,FWD,3.0,17.0,379.0,7.0,6.5,310.3,0.0,49.0,10.0,167.9,475.8,2580.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,2.0%,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
WoodmanNEWGKP,Woodman,NEW,GKP,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Xande SilvaWHUFWD,Xande Silva,WHU,FWD,0.0,0.0,3.0,0.0,4.5,10.3,0.0,0.0,0.0,4.8,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1%,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
XhakaARSMID,Xhaka,ARS,MID,3.0,8.0,452.0,7.0,5.5,674.0,0.0,37.0,4.0,152.6,634.6,2498.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,1.5%,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,
YarmolenkoWHUMID,Yarmolenko,WHU,MID,1.0,2.0,88.0,1.0,6.0,84.6,0.0,6.0,2.0,29.1,86.0,456.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.3%,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
YedlinNEWDEF,Yedlin,NEW,DEF,2.0,1.0,325.0,5.0,4.5,406.3,0.0,41.0,1.0,95.8,436.4,2472.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,0.1%,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,
YoshidaSOUDEF,Yoshida,SOU,DEF,1.0,4.0,278.0,3.0,4.5,57.4,0.0,29.0,0.0,63.4,387.0,1518.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.4%,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
YoungMUNDEF,Young,MUN,DEF,3.0,4.0,450.0,4.0,5.5,650.5,0.0,44.0,2.0,133.0,554.4,2568.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,73.0,1.0,0.0,0.0,0.4%,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,
ZabaletaWHUDEF,Zabaleta,WHU,DEF,1.0,4.0,350.0,4.0,4.5,163.2,0.0,35.0,0.0,71.8,447.4,2089.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.8%,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
ZahaCRYMID,Zaha,CRY,MID,11.0,13.0,459.0,11.0,7.0,753.3,0.0,49.0,10.0,270.6,752.8,3037.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,143.0,1.0,0.0,0.0,23.0%,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,
ZappacostaCHEDEF,Zappacosta,CHE,DEF,0.0,0.0,30.0,1.0,4.5,14.7,0.0,0.0,0.0,6.1,17.4,125.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.5%,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ZimmermannNORDEF,Zimmermann,NOR,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ZinchenkoMCIDEF,Zinchenko,MCI,DEF,3.0,1.0,230.0,9.0,5.5,278.6,0.0,4.0,0.0,63.5,279.2,1151.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,9.6%,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
ZoumaCHEDEF,Zouma,CHE,DEF,2.0,12.0,543.0,10.0,5.0,83.7,0.0,39.0,2.0,88.8,565.2,2613.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,112.0,1.0,0.0,0.0,2.3%,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
